trackId,length,width,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
279,8.33,2.1,1306,2050,745,truck,2,135.67,2.78,7.93,5.44,12.15,2.52,7.33,1
283,3.97,1.57,1306,1572,267,car,1,137.89,14.38,16.75,15.54,8.89,0.62,26.21,1
284,3.83,1.46,1319,1573,255,car,1,135.79,15.67,16.53,16.06,26.32,1.67,83.69,0
287,3.94,1.57,1351,1603,253,car,1,137.47,16.04,16.89,16.37,11.62,0.69,34.64,0
285,3.87,1.46,1353,1969,617,car,2,139.48,4.52,8.12,6.76,5.59,0.84,25.2,0
286,5.93,1.8,1355,2231,877,truck,2,138.13,2.35,8.15,4.73,1.54,0.41,3.73,3
288,4.09,1.76,1356,1508,153,car,2,38.58,5.3,8.77,7.42,-1.0,-1.0,-1.0,1
291,3.6,1.5,1359,1663,305,car,1,138.64,13.25,14.18,13.72,22.31,1.65,-1.0,0
290,3.75,1.46,1362,1990,629,car,2,139.74,5.35,7.33,6.66,6.6,0.96,27.42,0
289,3.6,1.35,1366,2447,1082,car,2,139.11,1.26,5.95,3.85,1.84,1.17,12.35,0
292,3.79,1.54,1377,1657,281,car,1,138.0,14.61,15.16,14.8,26.55,1.77,26.0,0
293,3.98,1.76,1382,1427,46,car,1,7.94,4.79,4.99,4.95,-1.0,-1.0,-1.0,0
295,3.71,1.48,1405,1657,253,car,1,135.84,15.73,16.81,16.19,24.94,1.58,-1.0,0
297,5.03,2.02,1410,1756,347,truck,1,138.0,11.13,12.17,11.91,17.93,1.61,-1.0,0
298,4.09,1.61,1411,1688,278,car,1,137.64,14.74,15.18,14.91,11.29,0.76,34.24,1
296,3.71,1.35,1413,2023,611,car,2,139.71,4.94,8.09,6.85,6.45,0.99,11.54,0
299,3.83,1.61,1417,2362,946,car,2,139.61,1.56,7.7,4.46,0.26,0.09,0.88,4
300,8.78,2.36,1419,1794,376,bus,2,134.89,10.48,10.91,10.75,-1.0,-1.0,-1.0,0
301,3.79,1.43,1426,2056,631,car,2,139.88,5.35,7.46,6.64,7.99,1.22,15.2,0
294,13.28,2.1,1434,2495,1062,truck,2,134.04,1.98,4.64,3.77,7.88,2.32,7.63,0
302,3.98,1.57,1448,1834,387,car,1,138.38,8.12,12.22,10.78,14.25,1.58,7.75,1
303,4.95,1.72,1457,2562,1106,truck,2,138.88,1.76,5.75,3.76,4.76,1.66,5.37,0
304,3.38,1.8,1457,1870,414,truck,1,120.94,8.18,10.33,8.86,-1.0,-1.0,-1.0,3
305,3.91,1.56,1459,1850,392,car,2,139.09,10.32,11.32,10.7,-1.0,-1.0,-1.0,0
306,3.9,1.48,1460,1721,262,car,1,137.23,15.5,16.33,15.81,23.85,1.52,-1.0,0
307,3.71,1.57,1461,1719,259,car,1,137.25,15.34,16.14,15.92,12.38,0.77,12.9,0
308,3.71,1.5,1475,2109,635,car,2,139.78,5.49,7.45,6.6,5.02,0.89,7.36,0
309,3.9,1.54,1482,1813,332,car,1,138.43,12.39,12.95,12.56,18.6,1.5,18.79,0
310,3.71,1.48,1486,2179,694,car,2,139.57,3.57,7.55,6.13,5.1,1.09,2.41,2
311,3.94,1.54,1488,1759,272,car,1,136.72,14.84,16.03,15.22,10.69,0.67,22.49,0
312,3.87,1.51,1495,2187,693,car,2,139.42,3.52,11.05,6.2,1.31,0.26,1.22,4
314,3.68,1.56,1500,1753,254,car,1,137.57,14.49,17.24,16.24,16.01,0.93,15.09,0
313,4.09,1.48,1504,2129,626,car,2,139.14,5.49,7.35,6.66,12.79,2.22,77.25,0
315,3.71,1.57,1514,1822,309,car,1,138.09,13.16,13.98,13.52,18.3,1.39,11.63,0
317,3.68,1.43,1523,2151,629,car,2,139.84,5.64,7.36,6.68,3.82,0.61,4.15,0
318,3.71,1.54,1525,1795,271,car,1,137.29,15.04,15.75,15.29,12.67,0.84,28.54,0
320,3.9,1.54,1529,1785,257,car,1,137.53,14.61,16.78,16.05,10.09,0.65,3.43,1
316,3.94,1.54,1532,2649,1118,car,2,139.61,2.01,5.49,3.75,3.23,0.84,4.94,0
319,3.68,1.46,1535,2267,733,car,2,139.61,4.23,7.59,5.72,2.02,0.46,9.77,1
321,3.9,1.86,1536,1575,40,car,1,7.14,4.24,4.77,4.62,-1.0,-1.0,-1.0,0
322,3.79,1.39,1550,2168,619,car,2,139.63,5.63,7.3,6.75,4.2,0.65,17.19,0
323,3.68,1.57,1559,1834,276,car,1,137.16,13.95,15.73,14.93,13.2,0.91,-1.0,0
325,3.6,1.5,1566,1918,353,car,1,138.71,11.27,12.07,11.82,15.45,1.37,-1.0,0
328,3.85,1.6,1574,1872,299,car,2,138.66,12.76,15.95,14.04,-1.0,-1.0,-1.0,0
327,3.86,1.79,1574,1625,52,car,1,8.05,4.02,4.4,4.32,-1.0,-1.0,-1.0,0
326,3.68,1.54,1582,2706,1125,car,2,139.69,2.02,5.37,3.73,1.88,0.47,8.62,0
330,3.94,1.61,1590,1867,278,car,1,137.94,14.66,15.65,15.0,11.14,0.74,11.58,0
329,3.53,1.43,1592,2331,740,car,2,139.86,4.0,7.03,5.69,2.1,0.41,4.19,0
331,3.79,1.54,1603,1929,327,car,1,137.87,11.18,13.29,12.66,32.25,2.58,7.34,1
332,3.68,1.54,1611,2596,986,car,2,139.82,2.76,6.27,4.24,5.85,1.37,4.92,0
333,3.68,1.44,1612,2212,601,car,2,139.54,4.8,7.4,6.93,6.49,0.96,11.4,0
334,5.14,2.21,1616,2247,632,truck,2,138.47,5.74,7.41,6.63,8.21,1.15,18.39,1
335,3.86,1.57,1618,1893,276,car,1,137.68,14.76,15.47,15.06,7.91,0.53,13.28,0
336,3.94,1.46,1622,1875,254,car,1,137.12,16.13,16.75,16.3,39.6,2.44,27.75,0
337,3.64,1.54,1623,1990,368,car,1,138.38,10.43,12.0,11.28,6.94,0.65,202.64,1
339,3.79,1.5,1651,1947,297,car,1,138.34,13.72,14.51,14.09,14.4,1.02,9.25,0
340,4.04,1.62,1653,1991,339,car,2,138.96,11.81,12.51,12.3,-1.0,-1.0,-1.0,0
342,4.01,1.5,1671,2785,1115,car,2,139.28,1.87,5.05,3.75,3.67,1.46,4.61,0
343,3.98,1.46,1671,2260,590,car,2,139.56,6.35,7.89,7.11,5.47,0.75,11.06,0
345,3.94,1.61,1674,1921,248,car,1,135.39,16.28,16.74,16.46,21.9,1.34,63.62,0
346,3.75,1.76,1682,1735,54,car,1,8.33,4.09,4.46,4.37,-1.0,-1.0,-1.0,0
348,3.94,1.46,1699,2421,723,car,2,139.8,4.61,7.13,5.82,8.4,1.76,8.24,0
350,4.3,1.69,1715,2026,312,car,1,121.12,10.5,12.19,11.66,-1.0,-1.0,-1.0,3
351,3.79,1.46,1716,2301,586,car,2,139.74,6.0,8.15,7.14,2.89,0.46,6.15,0
352,4.05,1.59,1717,1976,260,car,1,137.21,15.83,16.19,15.91,40.01,2.52,32.02,0
353,3.82,1.48,1722,2077,356,car,2,138.93,11.04,12.22,11.73,-1.0,-1.0,-1.0,0
355,3.19,1.35,1757,2384,628,car,2,140.12,5.98,7.74,6.73,4.95,0.69,2.6,1
354,4.88,2.06,1758,2866,1109,truck,2,138.51,2.12,4.78,3.76,3.41,1.24,8.58,0
357,3.78,1.77,1769,1814,46,car,1,8.39,4.18,4.78,4.65,-1.0,-1.0,-1.0,0
358,3.94,1.54,1779,2029,251,car,1,137.38,16.18,16.74,16.46,54.52,3.33,371.85,0
359,3.49,1.44,1779,2146,368,car,2,139.41,11.04,11.52,11.36,-1.0,-1.0,-1.0,0
360,4.13,1.72,1782,2073,292,car,1,121.36,12.4,12.66,12.52,-1.0,-1.0,-1.0,3
364,3.83,1.54,1791,2055,265,car,1,137.87,15.18,16.32,15.67,29.7,1.96,7.65,1
362,3.9,1.5,1794,2453,660,car,2,139.59,5.65,7.03,6.36,2.96,0.45,3.98,0
356,13.32,1.97,1799,2820,1022,truck,2,134.19,1.86,5.8,3.94,7.12,2.08,9.27,0
365,3.41,1.31,1801,2453,653,car,2,140.14,5.73,7.25,6.43,3.38,0.5,223.52,0
366,3.64,1.54,1804,2116,313,car,1,138.6,13.21,13.47,13.33,11.29,0.85,-1.0,1
367,3.68,1.38,1818,2701,884,car,2,139.68,3.12,7.02,4.73,1.8,0.48,3.76,2
369,3.49,1.5,1824,2088,265,car,1,137.85,15.49,16.19,15.7,52.84,3.27,23.09,1
370,3.83,1.48,1831,2052,222,car,1,137.19,17.73,19.75,18.6,11.32,0.58,3.89,1
371,3.82,1.55,1837,2177,341,car,2,138.89,11.55,12.93,12.27,-1.0,-1.0,-1.0,0
368,3.98,1.77,1838,1841,4,car,1,0.74,8.72,8.72,8.72,-1.0,-1.0,-1.0,0
372,3.68,1.5,1846,2507,662,car,2,139.78,5.63,7.18,6.32,5.47,0.91,15.43,0
373,3.68,1.54,1855,2896,1042,car,2,139.61,2.84,6.04,4.02,3.23,0.81,2.6,0
374,3.83,1.5,1863,2380,518,car,2,139.4,5.75,9.41,8.12,27.15,3.18,11.78,1
375,3.64,1.5,1876,2155,280,car,1,137.47,14.54,15.19,14.8,22.91,1.53,13.68,1
376,3.98,1.54,1883,2535,653,car,2,139.41,6.0,6.92,6.41,11.62,1.9,19.83,0
378,3.9,1.46,1886,2551,666,car,2,139.71,5.46,7.34,6.29,3.82,0.6,37.26,0
379,3.75,1.48,1899,2152,254,car,1,137.87,15.63,16.86,16.33,37.42,2.4,-1.0,0
381,3.93,1.68,1905,2221,317,car,1,121.12,10.91,12.23,11.55,-1.0,-1.0,-1.0,3
380,4.05,1.46,1909,2967,1059,car,2,139.72,3.04,6.27,3.97,0.79,0.18,9.93,0
377,9.79,2.32,1914,3005,1092,truck,2,136.22,2.04,4.97,3.75,3.07,0.68,4.04,0
382,3.64,1.43,1942,2300,359,car,1,138.49,11.25,12.21,11.61,116.29,10.33,-1.0,0
383,3.98,1.5,1951,2613,663,car,2,139.61,5.31,7.29,6.31,7.65,1.28,12.28,0
384,3.95,1.86,1959,1998,40,car,1,7.61,5.06,5.34,5.26,-1.0,-1.0,-1.0,0
385,3.9,1.54,1962,2282,321,car,1,138.17,12.45,13.13,12.91,39.94,3.19,-1.0,1
386,3.49,1.39,1967,2221,255,car,1,136.97,15.76,16.28,16.14,30.9,1.93,-1.0,0
387,4.05,1.52,1986,2629,644,car,2,139.44,6.09,7.03,6.5,16.39,2.65,50.6,0
388,2.93,1.31,1993,2252,260,car,1,137.91,14.62,17.17,15.96,12.9,0.87,25.41,2
389,5.96,1.95,1994,2366,373,truck,1,136.97,9.14,11.14,10.91,56.25,5.66,-1.0,0
390,3.71,1.46,2004,2296,293,car,1,137.87,13.41,14.86,14.2,11.81,0.83,11.36,0
392,3.57,1.79,2010,2047,38,car,1,7.21,4.71,5.12,5.01,-1.0,-1.0,-1.0,0
394,4.99,1.88,2015,3034,1020,truck,2,138.07,3.03,6.07,4.06,4.65,1.36,8.52,0
393,3.94,1.5,2016,2289,274,car,1,137.51,14.64,15.92,15.12,7.01,0.48,-1.0,0
395,3.64,1.39,2022,2767,746,car,2,139.91,4.31,6.58,5.63,3.9,0.88,3.52,0
397,3.81,1.48,2034,2404,371,car,2,139.35,10.41,11.61,11.23,-1.0,-1.0,-1.0,0
398,3.9,1.54,2036,2363,328,car,1,138.28,12.43,12.99,12.68,10.5,0.83,59.29,1
396,3.75,1.43,2038,2668,631,car,2,139.61,5.97,7.27,6.64,3.64,0.59,9.21,0
391,14.25,2.14,2055,3164,1110,truck,2,133.69,1.61,5.88,3.62,4.27,1.26,3.19,0
399,3.86,1.8,2058,2095,38,car,1,7.15,5.66,5.92,5.8,-1.0,-1.0,-1.0,0
400,4.06,1.9,2061,2224,164,car,2,37.68,5.84,7.86,6.92,-1.0,-1.0,-1.0,0
401,3.71,1.44,2065,2330,266,car,1,137.08,15.21,16.32,15.55,15.26,0.99,11.98,0
402,4.01,1.57,2065,2333,269,car,1,137.85,14.77,16.32,15.47,12.22,0.82,4.56,0
403,4.29,1.66,2068,2341,274,car,1,121.98,12.45,14.11,13.39,-1.0,-1.0,-1.0,3
404,3.82,1.61,2072,2407,336,car,1,138.21,11.68,12.72,12.39,10.24,0.81,41.38,1
405,3.93,1.59,2091,2433,343,car,2,139.1,11.12,12.78,12.16,-1.0,-1.0,-1.0,0
406,4.41,1.86,2098,2266,169,car,2,39.33,6.47,7.88,7.16,-1.0,-1.0,-1.0,1
407,3.94,1.54,2106,2823,718,car,2,139.69,4.58,7.45,5.85,5.66,1.16,6.87,0
408,3.79,1.54,2107,2361,255,car,1,137.53,16.02,16.47,16.26,11.17,0.68,6.84,0
409,4.09,1.57,2114,2448,335,car,1,138.3,10.97,12.87,12.35,12.64,1.0,13.34,1
410,3.45,1.43,2119,2756,638,car,2,139.91,6.04,7.07,6.56,10.99,1.78,22.67,0
412,4.84,1.57,2137,3287,1151,truck,2,139.09,1.74,5.74,3.64,2.92,1.4,3.46,0
413,4.13,1.61,2143,2499,357,car,1,138.38,10.96,13.08,11.69,5.51,0.46,24.74,2
411,10.09,2.1,2147,3128,982,truck,2,133.41,3.05,6.18,4.09,4.01,1.29,9.16,0
414,4.07,1.66,2148,2518,371,car,2,139.24,10.14,11.67,11.21,-1.0,-1.0,-1.0,0
415,3.56,1.5,2149,2404,256,car,1,137.62,15.99,16.34,16.21,17.77,1.09,62.42,0
416,3.49,1.57,2155,2529,375,car,1,138.62,10.15,12.11,11.15,3.71,0.33,59.53,0
417,3.64,1.5,2159,2393,235,car,1,137.7,17.28,18.0,17.66,32.36,1.85,15.1,0
418,3.71,1.43,2165,2508,344,car,2,139.03,10.15,12.85,12.17,45.11,3.56,6.51,1
419,3.83,1.46,2179,2933,755,car,2,139.76,3.97,8.02,5.56,7.69,1.4,11.17,0
420,3.64,1.41,2181,2808,628,car,2,139.97,6.09,7.22,6.71,7.01,1.13,12.51,0
421,4.13,1.54,2194,3355,1162,car,2,139.52,1.74,5.61,3.62,2.74,0.83,4.71,0
422,4.95,1.76,2197,3228,1032,truck,2,138.71,2.8,6.17,4.04,1.84,0.51,8.1,0
423,4.01,1.63,2213,2592,380,car,2,139.28,9.67,11.57,11.0,19.09,1.68,26.37,1
424,3.64,1.43,2218,2583,366,car,1,138.41,10.98,11.95,11.36,17.25,1.49,22.43,1
425,4.25,1.61,2219,2549,331,car,1,121.52,10.41,11.3,11.04,-1.0,-1.0,-1.0,3
426,4.13,1.54,2227,2992,766,car,2,139.54,3.62,7.84,5.46,4.88,0.87,9.62,0
427,3.91,1.55,2230,2565,336,car,2,138.72,11.68,13.63,12.44,-1.0,-1.0,-1.0,0
428,3.9,1.61,2232,2500,269,car,1,137.38,15.01,15.66,15.39,41.36,2.75,-1.0,0
429,3.79,1.46,2235,2859,625,car,2,139.72,5.92,7.33,6.71,7.24,1.1,24.47,0
430,3.98,1.5,2247,3350,1104,car,2,139.67,2.83,5.33,3.82,0.9,0.22,5.0,1
431,4.01,1.54,2249,2495,247,car,1,137.46,15.9,17.65,16.76,50.02,3.15,-1.0,0
432,4.95,1.57,2253,3296,1044,truck,2,138.67,2.96,5.58,3.97,3.23,1.0,16.83,0
433,3.69,1.54,2265,2945,681,car,2,139.72,4.99,7.88,6.17,2.96,0.49,4.17,1
434,3.75,1.44,2279,2906,628,car,2,139.07,6.0,7.04,6.64,4.99,0.71,14.31,0
435,4.05,1.61,2290,2634,345,car,1,138.75,9.44,13.53,11.93,20.62,1.72,57.2,0
436,3.92,1.72,2296,2612,317,car,1,122.53,11.36,12.65,11.68,-1.0,-1.0,-1.0,3
438,3.71,1.5,2304,2574,271,car,1,137.03,15.01,15.39,15.21,30.97,2.02,204.34,0
437,3.86,1.54,2306,3416,1111,car,2,139.71,1.69,5.37,3.78,2.14,0.99,3.84,0
439,4.25,1.69,2307,2625,319,car,2,138.81,12.49,13.47,13.09,-1.0,-1.0,-1.0,0
440,4.02,1.97,2337,2387,51,car,1,7.91,3.81,4.32,4.18,-1.0,-1.0,-1.0,0
443,4.09,1.48,2354,3023,670,car,2,139.18,5.13,7.53,6.23,5.06,0.79,8.59,0
441,3.64,1.44,2355,3469,1115,car,2,140.06,1.85,5.29,3.77,1.84,0.6,6.59,0
442,9.64,2.1,2366,3449,1084,truck,2,135.77,2.88,5.22,3.75,3.15,0.73,5.31,0
444,3.79,1.5,2370,3085,716,car,2,139.72,4.78,7.87,5.87,12.22,2.19,8.53,0
445,5.36,2.25,2375,2666,292,truck,1,137.29,13.38,14.46,14.06,33.52,2.41,16.11,0
446,3.71,1.52,2383,2753,371,car,2,139.55,10.59,12.41,11.36,59.66,4.96,25.3,1
447,4.3,1.55,2432,3341,910,car,2,139.37,2.89,7.62,4.62,3.52,0.9,6.74,2
448,4.05,1.54,2434,3158,725,car,2,139.5,4.52,7.35,5.78,6.9,1.04,4.03,1
449,3.79,1.57,2438,2747,310,car,1,137.98,13.08,13.92,13.45,46.05,3.41,23.35,1
450,3.86,1.39,2443,3097,655,car,2,139.57,5.67,7.32,6.39,11.1,1.88,16.23,0
451,4.49,2.6,2445,2762,318,truck,1,118.27,10.74,11.32,11.14,-1.0,-1.0,-1.0,3
452,3.64,1.5,2460,2748,289,car,1,137.7,14.09,15.33,14.39,75.64,4.94,282.07,0
453,4.05,1.5,2481,3257,777,car,2,139.54,4.62,6.9,5.41,6.0,0.94,32.16,0
455,3.98,1.5,2485,2927,443,car,2,139.54,5.77,10.87,9.44,35.14,3.78,185.82,2
457,4.99,2.21,2486,2864,379,truck,1,137.76,9.87,11.25,10.86,49.05,4.95,-1.0,0
454,4.13,1.61,2487,3507,1021,car,2,139.52,1.7,5.33,4.11,1.84,0.61,2.31,1
458,4.05,1.52,2489,3141,653,car,2,139.33,5.61,7.04,6.38,6.19,0.9,18.48,0
459,4.92,1.72,2489,2793,305,truck,1,137.21,13.02,14.24,13.61,17.81,1.33,56.99,0
460,4.31,1.63,2491,2761,271,car,1,137.44,13.09,15.69,15.09,131.03,9.91,-1.0,0
456,4.95,1.8,2495,3555,1061,truck,2,138.86,3.04,5.63,3.94,2.96,0.78,7.03,0
461,3.98,1.61,2499,2781,283,car,1,137.42,14.2,14.73,14.59,12.6,0.86,23.95,0
462,3.71,1.43,2524,2798,275,car,1,136.44,14.89,15.07,14.96,10.99,0.74,18.4,0
465,3.15,1.35,2528,2824,297,car,1,137.98,13.35,14.24,13.97,10.01,0.75,-1.0,0
464,4.23,1.8,2528,2690,163,car,2,39.81,6.41,8.7,7.49,-1.0,-1.0,-1.0,1
463,3.94,1.41,2529,3296,768,car,2,139.78,4.48,7.25,5.51,4.27,0.7,4.48,0
466,3.75,1.43,2537,2977,441,car,2,139.34,7.68,10.56,9.49,9.97,1.07,2.81,1
467,3.34,1.43,2551,2889,339,car,1,138.54,11.39,12.52,12.24,22.99,2.01,-1.0,1
468,3.9,1.43,2556,3197,642,car,2,139.5,5.39,8.15,6.53,5.33,0.92,10.0,0
470,4.8,1.8,2575,2912,338,truck,1,138.06,9.34,12.43,12.02,14.7,1.21,13.81,0
471,4.02,1.57,2586,2914,329,car,1,138.09,11.82,13.01,12.59,6.49,0.52,13.82,1
473,3.75,1.57,2607,2875,269,car,1,137.62,15.05,15.8,15.39,35.44,2.28,71.22,0
475,3.26,1.39,2616,3420,805,car,2,140.21,4.05,7.5,5.25,6.38,1.49,10.58,0
469,13.69,2.02,2619,3561,943,truck,2,129.94,1.58,5.85,4.12,2.85,1.2,3.02,0
476,3.98,1.44,2624,3258,635,car,2,139.82,5.35,8.07,6.59,7.84,1.36,12.8,0
477,3.98,1.65,2630,2982,353,car,1,138.39,11.37,12.35,11.8,13.99,1.2,10487.72,1
472,13.21,1.99,2641,3714,1074,truck,2,134.36,2.67,5.36,3.73,4.09,1.35,8.59,0
478,4.0,1.54,2644,2930,287,car,2,138.81,13.91,14.84,14.48,-1.0,-1.0,-1.0,0
479,3.9,1.57,2656,2937,282,car,1,137.42,14.54,15.07,14.69,51.6,3.54,52.9,0
480,4.01,1.61,2657,2962,306,car,1,137.96,12.29,15.31,13.61,27.6,2.14,24.82,1
481,4.09,1.61,2658,3057,400,car,1,138.51,10.14,10.71,10.38,6.86,0.67,-1.0,1
482,3.54,1.82,2661,2707,47,car,1,7.72,4.1,4.62,4.44,-1.0,-1.0,-1.0,0
483,3.93,1.64,2666,2999,334,car,1,122.06,10.33,11.94,11.02,-1.0,-1.0,-1.0,3
484,3.9,1.5,2680,3645,966,car,2,139.69,1.4,6.83,4.35,3.15,0.62,1.09,1
485,3.79,1.46,2693,3319,627,car,2,139.65,5.91,7.29,6.69,8.85,1.47,10.56,0
487,9.75,2.72,2702,3071,370,truck,1,134.89,3.11,12.12,10.5,10.12,1.0,25.1,0
486,3.94,1.48,2703,3487,785,car,2,139.86,3.66,8.0,5.38,6.34,1.39,5.1,0
488,3.6,1.35,2717,3026,310,car,1,137.61,12.67,13.56,13.32,46.54,3.44,35.89,0
489,3.38,1.39,2721,3017,297,car,1,137.7,13.7,14.36,13.95,28.35,1.97,-1.0,0
490,4.28,1.44,2749,3835,1087,car,2,139.59,1.23,6.05,3.89,3.11,0.64,4.69,0
491,3.94,1.48,2749,3364,616,car,2,139.42,6.36,7.31,6.81,5.47,0.86,10.42,0
492,3.79,1.46,2760,3014,255,car,1,136.42,15.82,16.75,16.16,71.21,4.36,54.97,0
495,3.79,1.52,2763,3057,295,car,1,137.66,13.73,14.91,14.07,14.32,1.04,25.05,0
494,4.24,1.69,2763,3129,367,car,1,138.32,10.56,11.5,11.29,16.8,1.59,-1.0,0
496,3.83,1.48,2782,3087,306,car,1,138.11,12.5,13.79,13.51,6.08,0.49,486.75,0
497,3.75,1.57,2788,3109,322,car,1,138.71,11.26,13.56,12.91,13.61,1.02,6.02,1
499,3.75,1.5,2791,3044,254,car,1,137.08,15.86,16.74,16.28,10.46,0.65,21.25,0
498,3.86,1.48,2793,3300,508,car,2,139.37,7.41,9.52,8.26,84.67,11.38,117.89,2
502,4.21,1.67,2797,3092,296,car,1,121.2,12.05,12.57,12.34,-1.0,-1.0,-1.0,3
500,4.01,1.46,2798,3419,622,car,2,139.61,6.36,7.3,6.74,6.94,1.03,40.92,0
503,3.87,1.64,2798,3047,250,car,2,138.18,15.61,16.81,16.52,-1.0,-1.0,-1.0,0
501,3.75,1.43,2799,3554,756,car,2,139.89,3.81,7.35,5.58,5.17,1.26,5.86,0
506,4.05,1.54,2835,3108,274,car,1,137.34,14.2,15.66,15.08,22.35,1.56,141.38,1
507,4.3,1.65,2844,3101,258,car,2,137.99,15.26,16.85,16.08,-1.0,-1.0,-1.0,0
508,3.71,1.54,2850,3188,339,car,1,138.34,11.26,12.74,12.27,20.51,1.82,76.5,1
509,3.86,1.5,2871,3604,734,car,2,139.8,3.57,7.8,5.73,3.9,0.97,5.35,0
505,13.32,2.1,2874,3930,1057,truck,2,134.14,2.86,4.71,3.8,4.95,1.18,10.53,0
510,3.9,1.54,2877,3343,467,car,2,139.07,7.75,11.84,9.0,6.67,0.79,3.22,1
511,3.94,1.54,2881,3507,627,car,2,139.48,5.97,7.91,6.7,14.4,2.16,44.34,0
512,3.68,1.54,2882,3141,260,car,1,137.76,14.92,16.76,15.97,26.14,1.56,8.24,0
513,4.59,2.27,2884,3243,360,truck,1,113.51,9.13,9.82,9.5,-1.0,-1.0,-1.0,3
504,13.84,2.06,2885,3919,1035,truck,2,133.97,1.3,6.32,3.93,1.69,0.69,2.46,0
514,3.75,1.5,2904,3157,254,car,1,136.71,15.66,16.51,16.16,21.3,1.34,16.65,0
515,3.64,1.46,2921,3211,291,car,1,137.44,13.38,15.02,14.21,16.01,1.19,-1.0,0
517,3.74,1.6,2927,3256,330,car,2,139.09,11.33,13.15,12.64,-1.0,-1.0,-1.0,0
518,4.12,1.67,2930,3315,386,car,1,121.46,8.03,9.86,9.4,-1.0,-1.0,-1.0,3
519,3.9,1.43,2940,3661,722,car,2,139.63,3.8,8.08,5.82,4.54,1.16,5.98,0
520,8.4,2.29,2957,3268,312,truck,1,135.32,6.24,13.67,12.51,58.24,4.4,29.76,0
521,3.75,1.46,2961,3585,625,car,2,139.88,5.94,8.04,6.72,11.32,1.78,22.34,0
522,4.13,1.71,2968,3378,411,car,1,119.82,5.52,9.76,8.64,-1.0,-1.0,-1.0,3
523,3.75,1.54,2974,3284,311,car,1,138.28,12.98,14.14,13.43,20.55,1.54,-1.0,0
526,4.01,1.65,2978,3436,459,car,1,138.71,7.04,9.21,8.97,15.97,1.75,-1.0,1
527,4.36,1.62,2999,3335,337,car,2,138.87,11.85,12.92,12.43,-1.0,-1.0,-1.0,0
528,3.64,1.46,3013,3282,270,car,1,137.7,13.81,16.84,15.35,12.15,0.8,6.7,1
529,3.95,1.69,3014,3437,424,car,1,119.45,7.44,9.71,8.5,-1.0,-1.0,-1.0,3
525,13.32,2.1,3020,4079,1060,truck,2,134.19,2.76,4.64,3.8,4.31,1.24,5.52,0
524,4.28,1.56,3021,3988,968,car,2,139.48,1.41,6.54,4.33,1.91,1.28,3.7,0
530,3.94,1.56,3023,3306,284,car,1,137.42,13.78,15.53,14.59,9.71,0.63,7.62,1
532,3.6,1.5,3024,3258,235,car,1,135.75,17.29,17.59,17.43,55.65,3.16,28.8,0
531,3.83,1.43,3025,3657,633,car,2,139.76,5.51,8.41,6.62,7.54,1.21,14.86,0
533,3.84,1.64,3053,3481,429,car,1,120.85,6.62,9.38,8.41,-1.0,-1.0,-1.0,3
534,3.94,1.57,3055,3331,277,car,1,137.19,14.0,16.28,14.93,9.53,0.68,11.64,1
535,3.6,1.41,3070,3761,692,car,2,139.93,5.12,7.62,6.06,10.8,2.11,7.96,0
536,3.79,1.61,3079,3399,321,car,2,138.82,12.66,13.3,13.01,-1.0,-1.0,-1.0,0
537,4.73,1.84,3087,3477,391,car,1,138.36,5.13,11.59,10.28,19.95,1.87,13.3,0
539,3.79,1.41,3100,4157,1058,car,2,140.08,2.65,5.4,3.98,4.76,1.41,3.39,0
538,4.2,1.84,3102,3242,141,car,2,37.22,4.89,9.39,7.63,-1.0,-1.0,-1.0,0
540,3.26,1.39,3103,3708,606,car,2,139.91,6.06,8.53,6.95,6.94,1.14,10.57,0
541,3.71,1.39,3109,3799,691,car,2,139.28,4.92,7.94,6.05,3.07,0.57,9.16,0
543,4.73,1.89,3110,3410,301,truck,1,137.74,13.39,14.54,13.87,24.41,1.82,46.43,0
542,4.09,1.54,3110,3683,574,car,2,138.46,5.97,8.93,7.25,6.52,0.96,6.51,2
544,3.07,1.27,3121,3377,257,car,1,137.34,15.74,16.35,16.11,34.69,2.13,42.74,0
545,3.77,1.6,3127,3591,465,car,1,119.34,6.76,8.06,7.67,-1.0,-1.0,-1.0,3
546,3.79,1.61,3127,3525,399,car,1,139.07,8.75,11.19,10.4,8.96,0.93,13.33,1
548,3.94,1.61,3136,3390,255,car,1,137.51,14.78,16.83,16.16,30.82,1.95,24.0,0
549,3.71,1.56,3154,3449,296,car,1,137.59,12.66,15.0,13.98,13.95,1.03,-1.0,1
550,3.9,1.52,3155,3408,254,car,1,137.55,16.09,16.44,16.27,12.38,0.76,29.19,0
547,3.56,1.44,3157,4036,880,car,2,139.69,1.84,6.95,4.77,2.89,1.13,11.07,0
551,3.82,1.73,3160,3193,34,car,1,6.08,5.49,5.65,5.58,-1.0,-1.0,-1.0,0
552,3.66,1.63,3165,3486,322,car,2,138.92,12.8,13.92,13.03,-1.0,-1.0,-1.0,0
553,3.93,1.65,3172,3656,485,car,1,120.32,6.0,8.11,7.37,-1.0,-1.0,-1.0,3
554,3.56,1.41,3178,3766,589,car,2,139.49,5.48,11.82,7.2,2.25,0.37,2.25,3
