ts,nad_status,nad_status_str,x,y,z,h,spd_mps,spd_kph,acc_lgt_mpss,acc_lat_mpss,dynamicobj.OBJ_Info.OBJ_CIPV_ID,dynamicobj.OBJ_Info.OBJ_CIPV_Lost,dynamicobj.OBJ_Info.OBJ_Is_CCI,road_id,lane_id
1706928727250468352,5,PilotStdby,4.130523526011075,-0.2202736961044138,-0.0007861107966746,-0.051078599214398,15.484375,55.74374771118164,-1.4028291702270508,-0.2746809422969818,0.0,False,False,1,1
1706928727260468352,5,PilotStdby,4.286284554112172,-0.2282742994586897,-0.0008999626412844,-0.0510272281765604,15.484375,55.74374771118164,-1.4103731696971271,-0.2746809422969818,0.0,False,False,1,1
1706928727270468352,5,PilotStdby,4.442119540917702,-0.2362693885640965,-0.0010446808035045,-0.050975394940924,15.484375,55.74374771118164,-1.412639021873474,-0.2746809422969818,0.0,False,False,1,1
1706928727280468352,5,PilotStdby,4.598311298763747,-0.2442353171234117,-0.0013467661810384,-0.0509212117432676,15.47267652786669,55.70163492514511,-1.3759152872545528,-0.2746809422969818,0.0,False,False,1,1
1706928727290468352,5,PilotStdby,4.754483064852138,-0.2521900171659581,-0.0016661423626675,-0.05086794117389,15.46875,55.6875,-1.3635891675949097,-0.2746809422969818,0.0,False,False,1,1
1706928727300468352,5,PilotStdby,4.9105747709973,-0.2600895298396608,-0.0020721122989169,-0.0508192321345453,15.446043363634343,55.605753891638685,-1.2994364927363178,-0.2746809422969818,0.0,False,False,1,1
1706928727310468352,5,PilotStdby,5.066551875727782,-0.2680557044839133,-0.002501001691554,-0.0507723789568978,15.4375,55.57499694824219,-1.275299072265625,-0.2746809422969818,0.0,False,False,1,1
1706928727320468352,5,PilotStdby,5.221950186518825,-0.2763462242717196,-0.0030416947626843,-0.0507345890733662,15.4375,55.57499694824219,-1.2196730906580209,-0.2538211675086209,0.0,False,False,1,1
1706928727330468352,5,PilotStdby,5.377373623761287,-0.2845818458238227,-0.003616576458965,-0.0506968180779621,15.4375,55.57499694824219,-1.1968191862106323,-0.2452509403228759,0.0,False,False,1,1
1706928727340468352,5,PilotStdby,5.532941473467872,-0.2925461239840388,-0.0043611654496515,-0.0506591360023615,15.415925229542436,55.49732830132275,-1.1832736402673412,-0.231705445817846,0.0,False,False,1,1
1706928727350468352,5,PilotStdby,5.688285911586263,-0.3004821653516956,-0.0051347459855328,-0.0506220241104099,15.40625,55.46249771118164,-1.177199125289917,-0.2256309539079666,0.0,False,False,1,1
1706928727360468352,5,PilotStdby,5.842499533069713,-0.3082767730397791,-0.0060524048210979,-0.0505877525024023,15.39655371253991,55.42759249667993,-1.134585084104657,-0.2499818147700431,0.0,False,False,1,1
1706928727370468352,5,PilotStdby,5.997102693098441,-0.3160771139532699,-0.0069979826414243,-0.0505542259283256,15.390625,55.40625,-1.1085290908813477,-0.2648709416389465,0.0,False,False,1,1
